ID Artículo	ID Sub-Categoria	Producto	 PrecioUnitario 	 CostoUnitario 
FUR-BO-10001749	SUB_CAT-100	Bush Classic Bookcase, Traditional	 $412,68 	 $387,93 
OFF-ROG-10003898	SUB_CAT-110	Rogers Lockers, Single Width	 $211,65 	 $118,53 
TEC-MA-10000864	SUB_CAT-90	Cisco 9971 IP Video Phone Charcoal	 $440,00 	 $237,60 
TEC-CO-10002663	SUB_CAT-40	Sharp Wireless Fax, Laser	 $355,92 	 $266,94 
TEC-CO-10001419	SUB_CAT-40	Hewlett Copy Machine, Color	 $265,11 	 $257,16 
TEC-CO-10003763	SUB_CAT-40	Canon PC1060 Personal Laser Copier	 $699,99 	 $370,99 
TEC-CO-10000679	SUB_CAT-40	Hewlett Personal Copier, High-Speed	 $142,47 	 $141,06 
FUR-IKE-10001539	SUB_CAT-100	Ikea Classic Bookcase, Pine	 $413,10 	 $404,85 
TEC-CO-10002376	SUB_CAT-40	Hewlett Fax Machine, Laser	 $319,92 	 $166,38 
FUR-TA-10002903	SUB_CAT-50	"Bevis Round Bullnose 29"" High Table Top"	 $259,71 	 $197,38 
OFF-AP-10000136	SUB_CAT-80	Hamilton Beach Refrigerator, White	 $498,27 	 $328,86 
FUR-BO-10000567	SUB_CAT-100	Sauder Classic Bookcase, Traditional	 $290,66 	 $226,72 
FUR-BO-10001471	SUB_CAT-100	Sauder Classic Bookcase, Metal	 $435,45 	 $226,44 
OFF-ST-10001758	SUB_CAT-110	Rogers Lockers, Blue	 $211,62 	 $196,83 
TEC-AC-10003870	SUB_CAT-10	Logitech Z-906 Speaker sys - home theater - 5.1-CH	 $329,99 	 $197,99 
OFF-ST-10004191	SUB_CAT-110	Tenex Lockers, Blue	 $204,15 	 $151,08 
FUR-TA-10004154	SUB_CAT-50	Riverside Muebles Oval Coffee Table, Oval End Table, End Table with Drawer	 $292,17 	 $231,93 
FUR-OFF-10001224	SUB_CAT-20	Office Star Swivel Stool, Red	 $173,94 	 $165,27 
FUR-BO-10002545	SUB_CAT-100	Atlantic Metals Mobile 3-Shelf Estanterías, Custom Colors	 $260,98 	 $193,13 
OFF-AP-10004913	SUB_CAT-80	KitchenAid Refrigerator, Black	 $351,58 	 $270,72 
TEC-MA-10002392	SUB_CAT-90	Konica Card Printer, Wireless	 $175,17 	 $87,60 
FUR-TA-10003222	SUB_CAT-50	Barricks Wood Table, with Bottom Almacenamiento	 $516,93 	 $413,55 
TEC-AC-10000639	SUB_CAT-10	Belkin Router, Bluetooth	 $258,75 	 $183,72 
FUR-TA-10003354	SUB_CAT-50	Barricks Conference Table, Adjustable Height	 $909,27 	 $645,60 
OFF-BI-10003091	SUB_CAT-60	GBC DocuBind TL200 Manual Binding Machine	 $223,98 	 $118,71 
OFF-AP-10001527	SUB_CAT-80	Hamilton Beach Microwave, Black	 $281,94 	 $253,77 
TEC-SAM-10004940	SUB_CAT-30	Samsung SmArte Phone, Full Size	 $637,44 	 $344,22 
TEC-CO-10003777	SUB_CAT-40	Hewlett Copy Machine, Color	 $261,87 	 $209,52 
OFF-AP-10001169	SUB_CAT-80	CuisinArte Microwave, White	 $276,60 	 $246,18 
FUR-BO-10002213	SUB_CAT-100	DMI Eclipse Executive Suite Estanterías	 $410,98 	 $336,77 
FUR-BO-10000120	SUB_CAT-100	Sauder Stackable Bookrack, Mobile	 $146,82 	 $104,25 
TEC-PH-10002991	SUB_CAT-30	Apple SmArte Phone, Full Size	 $636,21 	 $591,69 
FUR-TA-10000989	SUB_CAT-50	Lesro Conference Table, Rectangular	 $855,15 	 $453,24 
TEC-MA-10004609	SUB_CAT-90	Epson Phone, Durable	 $182,66 	 $161,08 
TEC-CO-10003448	SUB_CAT-40	Canon Ink, Laser	 $145,68 	 $88,19 
TEC-CO-10003496	SUB_CAT-40	Brother Wireless Fax, Digital	 $378,45 	 $193,02 
OFF-ST-10003150	SUB_CAT-110	Smead Lockers, Wire Frame	 $197,49 	 $175,77 
FUR-BO-10004947	SUB_CAT-100	Safco Stackable Bookrack, Pine	 $150,33 	 $96,24 
FUR-CH-10004694	SUB_CAT-20	Office Star Rocking Chair, Black	 $138,48 	 $88,65 
FUR-CH-10004669	SUB_CAT-20	Novimex Executive Leather Armchair, Black	 $305,30 	 $186,24 
FUR-BO-10001196	SUB_CAT-100	Bush Library with Doors, Pine	 $365,67 	 $277,92 
OFF-KIT-10001380	SUB_CAT-80	KitchenAid Microwave, Black	 $309,75 	 $309,75 
TEC-MA-10000753	SUB_CAT-90	Epson Printer, Red	 $259,77 	 $205,23 
OFF-ST-10000624	SUB_CAT-110	Eldon File CArte, Single Width	 $128,37 	 $73,20 
TEC-PH-10002601	SUB_CAT-30	Motorola SmArte Phone, Cordless	 $642,78 	 $617,07 
OFF-ROG-10001735	SUB_CAT-110	Rogers Lockers, Blue	 $211,62 	 $196,83 
FUR-TA-10002256	SUB_CAT-50	Hon Wood Table, Fully Assembled	 $532,80 	 $351,66 
TEC-CO-10001413	SUB_CAT-40	Hewlett Wireless Fax, High-Speed	 $378,39 	 $192,99 
FUR-LES-10002026	SUB_CAT-50	Lesro Conference Table, Rectangular	 $855,15 	 $470,34 
TEC-MA-10001777	SUB_CAT-90	Okidata Printer, Red	 $265,65 	 $263,01 
FUR-CH-10004462	SUB_CAT-20	Hon Executive Leather Armchair, Adjustable	 $459,63 	 $335,55 
FUR-BO-10002580	SUB_CAT-100	Safco Classic Bookcase, Pine	 $293,00 	 $287,14 
TEC-PH-10004618	SUB_CAT-30	Motorola Speaker Phone, VoIP	 $135,24 	 $101,66 
OFF-ROG-10001101	SUB_CAT-110	Rogers Shelving, Wire Frame	 $61,20 	 $42,24 
OFF-AP-10002252	SUB_CAT-80	CuisinArte Stove, Black	 $358,48 	 $297,54 
FUR-CH-10000660	SUB_CAT-20	Novimex Executive Leather Armchair, Adjustable	 $455,52 	 $314,31 
FUR-TA-10001285	SUB_CAT-50	Chromcraft Conference Table, Fully Assembled	 $582,76 	 $466,22 
OFF-ST-10003741	SUB_CAT-110	Smead Lockers, Blue	 $132,28 	 $108,48 
FUR-BO-10003046	SUB_CAT-100	Safco Library with Doors, Mobile	 $392,31 	 $274,62 
FUR-TA-10001116	SUB_CAT-50	Barricks Conference Table, Fully Assembled	 $908,55 	 $854,04 
TEC-PH-10004586	SUB_CAT-30	Wilson SignalBoost 841262 DB PRO Amplifier Kit	 $359,95 	 $251,96 
FUR-CH-10002780	SUB_CAT-20	Office Star Executive Leather Armchair, Black	 $256,46 	 $225,31 
FUR-BO-10004558	SUB_CAT-100	Sauder Library with Doors, Pine	 $259,32 	 $191,90 
TEC-PH-10003457	SUB_CAT-30	Cisco SmArte Phone, Full Size	 $435,12 	 $287,18 
TEC-MEM-10002005	SUB_CAT-10	Memorex Router, Erganomic	 $244,02 	 $170,82 
TEC-CO-10003342	SUB_CAT-40	Canon Fax Machine, High-Speed	 $340,70 	 $261,62 
FUR-CH-10004086	SUB_CAT-20	Hon 4070 Series Pagoda Armless Upholstered Stacking Sillas	 $291,73 	 $207,13 
FUR-BEV-10004919	SUB_CAT-50	Bevis Wood Table, with Bottom Almacenamiento	 $533,61 	 $362,88 
TEC-OKI-10001385	SUB_CAT-90	Okidata Inkjet, White	 $311,25 	 $270,81 
FUR-CH-10003009	SUB_CAT-20	Novimex Swivel Stool, Adjustable	 $166,95 	 $125,22 
FUR-BO-10002613	SUB_CAT-100	Atlantic Metals Mobile 4-Shelf Estanterías, Custom Colors	 $280,98 	 $196,69 
OFF-BI-10004519	SUB_CAT-60	GBC DocuBind P100 Manual Binding Machine	 $165,98 	 $91,29 
OFF-AP-10001931	SUB_CAT-80	CuisinArte Stove, Red	 $380,33 	 $231,21 
OFF-AP-10001305	SUB_CAT-80	Breville Microwave, White	 $299,85 	 $191,91 
TEC-CO-10002150	SUB_CAT-40	Canon Fax and Copier, Digital	 $190,98 	 $95,49 
TEC-PH-10004823	SUB_CAT-30	Nokia SmArte Phone, Full Size	 $636,06 	 $362,58 
FUR-CH-10000051	SUB_CAT-20	Harbour Creations Executive Leather Armchair, Black	 $473,61 	 $331,53 
FUR-CH-10000454	SUB_CAT-20	Hon Deluxe Fabric Upholstered Stacking Sillas, Rounded Back	 $243,98 	 $170,79 
TEC-PH-10001795	SUB_CAT-30	ClearOne CHATAttach 160 - speaker phone	 $349,99 	 $256,59 
FUR-TA-10003268	SUB_CAT-50	Lesro Round Table, Rectangular	 $449,58 	 $251,79 
TEC-AC-10001838	SUB_CAT-10	Razer Tiamat Over Ear 7.1 Surround Sound PC Gaming Headset	 $199,99 	 $113,99 
FUR-BO-10002204	SUB_CAT-100	Bush Corner Shelving, Traditional	 $254,77 	 $146,94 
TEC-AC-10004571	SUB_CAT-10	Logitech G700s Rechargeable Gaming Mouse	 $159,52 	 $98,50 
FUR-CH-10004095	SUB_CAT-20	Novimex Steel Folding Chair, Black	 $194,54 	 $129,00 
TEC-MA-10000010	SUB_CAT-90	Hewlett-Packard Deskjet 3050a All-in-One Color Inkjet Printer	 $380,00 	 $197,60 
OFF-KIT-10003683	SUB_CAT-80	KitchenAid Stove, Silver	 $570,90 	 $365,40 
FUR-BO-10000980	SUB_CAT-100	Bush Library with Doors, Traditional	 $364,32 	 $233,19 
FUR-BUS-10004644	SUB_CAT-100	Bush Library with Doors, Pine	 $365,67 	 $325,47 
TEC-PH-10000730	SUB_CAT-30	Samsung Galaxy S4 Active	 $282,65 	 $202,97 
OFF-AP-10002321	SUB_CAT-80	Hoover Microwave, Silver	 $309,39 	 $157,80 
TEC-PH-10000896	SUB_CAT-30	Cisco Signal Booster, VoIP	 $151,92 	 $100,29 
TEC-MEM-10002202	SUB_CAT-10	Memorex Router, USB	 $246,42 	 $226,71 
FUR-BO-10001356	SUB_CAT-100	Ikea Library with Doors, Mobile	 $243,94 	 $195,16 
TEC-SHA-10001231	SUB_CAT-40	Sharp Wireless Fax, Color	 $357,36 	 $239,46 
FUR-HON-10001960	SUB_CAT-50	Hon Wood Table, Rectangular	 $528,90 	 $449,58 
FUR-TA-10002966	SUB_CAT-50	Chromcraft Computer Table, Fully Assembled	 $296,60 	 $148,30 
FUR-BO-10001943	SUB_CAT-100	Safco Library with Doors, Traditional	 $389,79 	 $378,12 
TEC-BRO-10004802	SUB_CAT-40	Brother Fax Machine, High-Speed	 $316,74 	 $247,08 
TEC-PH-10001751	SUB_CAT-30	Samsung SmArte Phone, Cordless	 $639,00 	 $408,96 
TEC-PH-10003713	SUB_CAT-30	Cisco Audio Dock, Cordless	 $410,54 	 $309,46 
FUR-BO-10000967	SUB_CAT-100	Ikea Library with Doors, Pine	 $364,74 	 $244,38 
OFF-AP-10002317	SUB_CAT-80	Hamilton Beach Refrigerator, Silver	 $333,92 	 $190,34 
TEC-SHA-10000971	SUB_CAT-40	Sharp Fax Machine, Color	 $297,09 	 $273,33 
FUR-CH-10000546	SUB_CAT-20	Harbour Creations Executive Leather Armchair, Adjustable	 $476,10 	 $285,66 
TEC-STA-10002497	SUB_CAT-90	StArteech Card Printer, White	 $161,91 	 $136,02 
TEC-CO-10001895	SUB_CAT-40	Sharp Wireless Fax, Color	 $357,36 	 $346,65 
OFF-AP-10002573	SUB_CAT-80	Hamilton Beach Stove, Black	 $541,77 	 $428,01 
FUR-BO-10001255	SUB_CAT-100	Ikea Library with Doors, Mobile	 $365,91 	 $314,70 
FUR-BO-10002990	SUB_CAT-100	Dania Library with Doors, Traditional	 $362,40 	 $195,72 
FUR-TA-10004711	SUB_CAT-50	Lesro Conference Table, Adjustable Height	 $859,77 	 $799,59 
OFF-AP-10000584	SUB_CAT-80	Breville Refrigerator, Silver	 $520,08 	 $379,68 
TEC-PH-10000720	SUB_CAT-30	Samsung Audio Dock, Full Size	 $168,12 	 $104,25 
OFF-SME-10000538	SUB_CAT-110	Smead File CArte, Single Width	 $128,88 	 $119,88 
FUR-BO-10002736	SUB_CAT-100	Sauder Stackable Bookrack, Mobile	 $146,82 	 $123,33 
OFF-CUI-10000682	SUB_CAT-80	CuisinArte Stove, Silver	 $539,04 	 $377,34 
TEC-AC-10002244	SUB_CAT-10	Enermax Router, Erganomic	 $256,14 	 $199,80 
TEC-HEW-10003829	SUB_CAT-40	Hewlett Wireless Fax, High-Speed	 $378,39 	 $192,99 
FUR-TA-10003954	SUB_CAT-50	Barricks Conference Table, with Bottom Almacenamiento	 $601,63 	 $461,31 
OFF-AP-10001593	SUB_CAT-80	CuisinArte Microwave, Red	 $278,46 	 $203,28 
OFF-BRE-10001107	SUB_CAT-80	Breville Stove, Red	 $561,54 	 $460,47 
TEC-MA-10002428	SUB_CAT-90	Fellowes Powershred HS-440 4-Sheet High Security Shredder	 $154,99 	 $85,24 
TEC-CO-10003655	SUB_CAT-40	Hewlett Wireless Fax, High-Speed	 $252,26 	 $176,60 
FUR-CH-10001271	SUB_CAT-20	SAFCO Executive Leather Armchair, Red	 $461,43 	 $327,63 
TEC-CO-10000447	SUB_CAT-40	Canon Wireless Fax, Color	 $380,10 	 $235,68 
FUR-CH-10001332	SUB_CAT-20	Hon Chairmat, Black	 $174,26 	 $159,44 
FUR-CH-10002573	SUB_CAT-20	Office Star Executive Leather Armchair, Adjustable	 $465,00 	 $385,95 
OFF-ST-10000704	SUB_CAT-110	Rogers File CArte, Blue	 $140,67 	 $88,65 
TEC-CO-10003354	SUB_CAT-40	Brother Fax Machine, Laser	 $318,54 	 $222,99 
TEC-MA-10002918	SUB_CAT-90	StArteech Card Printer, White	 $161,91 	 $136,02 
FUR-CH-10001588	SUB_CAT-20	Hon Executive Leather Armchair, Red	 $306,26 	 $202,14 
TEC-MA-10001752	SUB_CAT-90	Konica Printer, Durable	 $267,96 	 $187,59 
TEC-PH-10004006	SUB_CAT-30	Nokia Audio Dock, Full Size	 $104,62 	 $73,02 
FUR-BO-10000035	SUB_CAT-100	Dania Classic Bookcase, Pine	 $412,11 	 $239,04 
OFF-AP-10003275	SUB_CAT-80	KitchenAid Microwave, Silver	 $311,07 	 $267,54 
OFF-AP-10003561	SUB_CAT-80	Breville Microwave, Black	 $200,76 	 $124,48 
TEC-MA-10000488	SUB_CAT-90	Bady BDG101FRU Card Printer	 $799,99 	 $567,99 
TEC-STA-10003330	SUB_CAT-90	StArteech Printer, Red	 $253,32 	 $144,42 
TEC-CAN-10000932	SUB_CAT-40	Canon Fax Machine, Color	 $319,83 	 $239,88 
FUR-CH-10000994	SUB_CAT-20	Harbour Creations Rocking Chair, Black	 $127,01 	 $108,80 
FUR-BO-10003783	SUB_CAT-100	Dania Library with Doors, Pine	 $363,75 	 $298,29 
OFF-AP-10001329	SUB_CAT-80	KitchenAid Stove, White	 $568,29 	 $454,65 
TEC-CO-10004563	SUB_CAT-40	HP Copy Machine, Color	 $245,13 	 $161,79 
OFF-HOO-10001783	SUB_CAT-80	Hoover Microwave, Red	 $308,64 	 $246,93 
OFF-AP-10003558	SUB_CAT-80	Hoover Refrigerator, White	 $524,40 	 $419,52 
FUR-BO-10000170	SUB_CAT-100	Safco Library with Doors, Mobile	 $392,31 	 $372,72 
FUR-TA-10002101	SUB_CAT-50	Bevis Conference Table, Fully Assembled	 $616,82 	 $382,44 
TEC-PH-10000419	SUB_CAT-30	Apple SmArte Phone, Full Size	 $424,14 	 $411,42 
FUR-TA-10001494	SUB_CAT-50	Lesro Wood Table, Adjustable Height	 $469,62 	 $464,94 
FUR-BO-10001165	SUB_CAT-100	Bush Library with Doors, Mobile	 $366,84 	 $249,48 
FUR-BO-10003697	SUB_CAT-100	Safco Floating Shelf Set, Mobile	 $199,26 	 $175,35 
FUR-HON-10003871	SUB_CAT-50	Hon Conference Table, Fully Assembled	 $922,95 	 $581,46 
FUR-BO-10001946	SUB_CAT-100	Sauder 3-Shelf Cabinet, Metal	 $110,76 	 $109,66 
TEC-AC-10004849	SUB_CAT-10	SanDisk Router, Programmable	 $257,85 	 $201,15 
OFF-AP-10003621	SUB_CAT-80	KitchenAid Refrigerator, Red	 $527,94 	 $374,85 
OFF-AP-10001106	SUB_CAT-80	Hamilton Beach Stove, White	 $360,32 	 $324,30 
TEC-SAM-10004785	SUB_CAT-30	Samsung SmArte Phone, with Caller ID	 $636,15 	 $324,45 
OFF-ST-10004267	SUB_CAT-110	Smead File CArte, Single Width	 $128,43 	 $127,17 
FUR-TA-10002533	SUB_CAT-50	BPI Conference Mesas	 $146,05 	 $116,84 
TEC-STA-10003386	SUB_CAT-90	StArteech Inkjet, Wireless	 $301,89 	 $301,89 
FUR-BO-10004043	SUB_CAT-100	Dania Classic Bookcase, Metal	 $410,22 	 $402,03 
TEC-PH-10001712	SUB_CAT-30	Nokia SmArte Phone, Full Size	 $424,04 	 $258,68 
FUR-BO-10000259	SUB_CAT-100	Safco Classic Bookcase, Traditional	 $438,15 	 $324,24 
TEC-MA-10002927	SUB_CAT-90	Canon imageCLASS MF7460 Monochrome Digital Laser Multifunction Copier	 $1.995,99 	 $998,00 
FUR-TA-10004801	SUB_CAT-50	Hon Conference Table, Rectangular	 $612,70 	 $435,02 
FUR-BO-10004771	SUB_CAT-100	Ikea Classic Bookcase, Traditional	 $350,99 	 $287,69 
TEC-CO-10000971	SUB_CAT-40	Hewlett Packard 310 Color Digital Copier	 $299,99 	 $209,99 
FUR-BO-10001370	SUB_CAT-100	Sauder Classic Bookcase, Mobile	 $438,51 	 $385,89 
FUR-TA-10003748	SUB_CAT-50	Bevis 36 x 72 Conference Mesas	 $203,67 	 $150,54 
TEC-CO-10002122	SUB_CAT-40	Hewlett Fax Machine, Digital	 $319,56 	 $194,94 
TEC-MA-10002468	SUB_CAT-90	Panasonic Inkjet, White	 $310,50 	 $273,24 
OFF-BRE-10002706	SUB_CAT-80	Breville Microwave, White	 $299,85 	 $200,91 
FUR-BO-10004388	SUB_CAT-100	Ikea Library with Doors, Metal	 $362,85 	 $232,23 
OFF-AP-10004201	SUB_CAT-80	Breville Refrigerator, White	 $517,47 	 $414,00 
OFF-AP-10004511	SUB_CAT-80	CuisinArte Refrigerator, Black	 $495,51 	 $287,40 
TEC-CO-10004961	SUB_CAT-40	HP Wireless Fax, Color	 $361,65 	 $195,30 
TEC-CO-10004089	SUB_CAT-40	Canon Copy Machine, Laser	 $262,14 	 $238,56 
OFF-ST-10003716	SUB_CAT-110	Tennsco Double-Tier Lockers	 $225,02 	 $195,77 
FUR-TA-10000577	SUB_CAT-50	Bretford CR4500 Series Slim Rectangular Table	 $348,21 	 $268,12 
FUR-BO-10003559	SUB_CAT-100	Sauder Stackable Bookrack, Pine	 $149,34 	 $92,61 
OFF-HAM-10004896	SUB_CAT-80	Hamilton Beach Microwave, Red	 $282,51 	 $183,66 
FUR-BO-10004842	SUB_CAT-100	Dania 3-Shelf Cabinet, Pine	 $142,80 	 $94,26 
TEC-AC-10003506	SUB_CAT-10	Enermax Router, Erganomic	 $256,14 	 $153,69 
FUR-TA-10003926	SUB_CAT-50	Hon Wood Table, with Bottom Almacenamiento	 $463,70 	 $354,87 
FUR-BO-10002300	SUB_CAT-100	Safco 3-Shelf Cabinet, Mobile	 $212,35 	 $143,27 
FUR-BO-10004472	SUB_CAT-100	Dania Library with Doors, Pine	 $242,50 	 $121,26 
TEC-PH-10001066	SUB_CAT-30	Apple SmArte Phone, Cordless	 $636,30 	 $496,32 
TEC-CO-10000847	SUB_CAT-40	Canon Personal Copier, Laser	 $142,74 	 $105,63 
FUR-TA-10003569	SUB_CAT-50	Bretford CR8500 Series Meeting Room Muebles	 $400,98 	 $300,74 
FUR-BO-10002812	SUB_CAT-100	Sauder 3-Shelf Cabinet, Pine	 $168,03 	 $129,39 
FUR-SAU-10001776	SUB_CAT-100	Sauder Stackable Bookrack, Pine	 $148,17 	 $94,83 
FUR-CHR-10002686	SUB_CAT-50	Chromcraft Computer Table, Adjustable Height	 $445,62 	 $227,28 
TEC-CO-10000660	SUB_CAT-40	Hewlett Copy Machine, Color	 $238,41 	 $139,01 
TEC-CO-10004170	SUB_CAT-40	HP Wireless Fax, High-Speed	 $358,41 	 $243,72 
OFF-ST-10001478	SUB_CAT-110	Tenex File CArte, Single Width	 $134,16 	 $122,10 
TEC-PH-10004074	SUB_CAT-30	Samsung SmArte Phone, with Caller ID	 $424,10 	 $407,14 
OFF-AP-10004031	SUB_CAT-80	Hamilton Beach Microwave, White	 $187,10 	 $153,44 
TEC-MA-10004535	SUB_CAT-90	Konica Printer, White	 $266,25 	 $186,39 
TEC-AC-10001566	SUB_CAT-10	Logitech Router, Erganomic	 $245,13 	 $201,03 
TEC-CO-10002174	SUB_CAT-40	HP Copy Machine, Laser	 $243,33 	 $121,68 
TEC-CIS-10001938	SUB_CAT-30	Cisco Audio Dock, VoIP	 $182,16 	 $111,12 
TEC-CO-10003901	SUB_CAT-40	HP Copy Machine, Color	 $241,89 	 $123,39 
FUR-TA-10001229	SUB_CAT-50	Chromcraft Computer Table, Rectangular	 $294,00 	 $167,58 
TEC-CO-10002283	SUB_CAT-40	Brother Copy Machine, Color	 $260,49 	 $166,74 
FUR-BO-10000728	SUB_CAT-100	Dania Corner Shelving, Traditional	 $188,12 	 $138,38 
FUR-BO-10001309	SUB_CAT-100	Ikea Classic Bookcase, Traditional	 $411,75 	 $325,29 
FUR-CH-10004675	SUB_CAT-20	Lifetime Advantage Folding Sillas, 4/CArteon	 $218,08 	 $157,02 
TEC-PH-10003891	SUB_CAT-30	Cisco Audio Dock, with Caller ID	 $182,07 	 $103,80 
FUR-TA-10002786	SUB_CAT-50	Lesro Computer Table, Fully Assembled	 $428,34 	 $291,30 
TEC-PH-10003513	SUB_CAT-30	Nokia Speaker Phone, VoIP	 $123,24 	 $119,55 
FUR-CH-10004063	SUB_CAT-20	Global Deluxe High-Back Manager's Chair	 $285,98 	 $203,05 
TEC-AC-10000203	SUB_CAT-10	SanDisk Router, Bluetooth	 $170,90 	 $88,88 
FUR-CH-10003981	SUB_CAT-20	Global Commerce Series Low-Back Swivel/Tilt Sillas	 $256,98 	 $182,46 
FUR-CH-10002250	SUB_CAT-20	Office Star Executive Leather Armchair, Black	 $467,43 	 $247,74 
OFF-AP-10000487	SUB_CAT-80	Hoover Stove, Silver	 $569,22 	 $569,22 
TEC-PH-10003683	SUB_CAT-30	Motorola Audio Dock, VoIP	 $173,46 	 $123,18 
TEC-AC-10003753	SUB_CAT-10	SanDisk Router, Programmable	 $257,85 	 $211,44 
TEC-PH-10000037	SUB_CAT-30	Cisco Signal Booster, Cordless	 $154,68 	 $145,41 
TEC-STA-10003447	SUB_CAT-90	StArteech Printer, White	 $254,58 	 $208,77 
OFF-SU-10000076	SUB_CAT-70	Acme Trimmer, Easy Grip	 $46,20 	 $36,06 
OFF-AP-10003032	SUB_CAT-80	Hoover Stove, Red	 $402,66 	 $387,52 
TEC-PH-10002962	SUB_CAT-30	Motorola SmArte Phone, Full Size	 $643,98 	 $399,27 
TEC-PH-10000808	SUB_CAT-30	Samsung SmArte Phone, Cordless	 $426,00 	 $396,18 
FUR-CH-10002585	SUB_CAT-20	Harbour Creations Executive Leather Armchair, Black	 $473,61 	 $336,27 
FUR-BO-10004695	SUB_CAT-100	O'Sullivan 2-Door Barrister Bookcase in Odessa Pine	 $180,98 	 $139,35 
TEC-MA-10003557	SUB_CAT-90	Panasonic Inkjet, Durable	 $312,21 	 $249,78 
TEC-CO-10001191	SUB_CAT-40	Sharp Wireless Fax, High-Speed	 $354,12 	 $315,18 
OFF-AP-10003795	SUB_CAT-80	Hoover Refrigerator, Red	 $526,26 	 $347,34 
TEC-CO-10001839	SUB_CAT-40	Hewlett Fax and Copier, Laser	 $192,87 	 $156,24 
TEC-MA-10002148	SUB_CAT-90	Epson Printer, Durable	 $262,74 	 $228,60 
TEC-CO-10000137	SUB_CAT-40	Canon Wireless Fax, Color	 $253,40 	 $192,60 
OFF-SU-10000151	SUB_CAT-70	High Speed Automatic Electric Letter Opener	 $1.637,53 	 $1.572,03 
TEC-PH-10004910	SUB_CAT-30	Samsung Signal Booster, Full Size	 $137,88 	 $71,70 
OFF-ST-10000288	SUB_CAT-110	Fellowes Lockers, Industrial	 $207,81 	 $116,40 
FUR-BO-10004844	SUB_CAT-100	Sauder Corner Shelving, Mobile	 $149,82 	 $104,88 
FUR-BO-10001822	SUB_CAT-100	Dania Library with Doors, Metal	 $361,86 	 $351,03 
TEC-AC-10003265	SUB_CAT-10	Belkin Router, Bluetooth	 $258,75 	 $248,40 
FUR-CH-10000015	SUB_CAT-20	Hon Multipurpose Stacking Arm Sillas	 $216,60 	 $160,28 
FUR-CH-10000885	SUB_CAT-20	Hon Executive Leather Armchair, Adjustable	 $306,42 	 $217,56 
FUR-BAR-10000946	SUB_CAT-50	Barricks Computer Table, with Bottom Almacenamiento	 $480,03 	 $460,83 
OFF-AP-10000663	SUB_CAT-80	Hoover Stove, Red	 $378,98 	 $219,82 
FUR-TA-10004383	SUB_CAT-50	Bevis Coffee Table, Adjustable Height	 $320,37 	 $288,36 
FUR-BO-10002462	SUB_CAT-100	Ikea Classic Bookcase, Pine	 $413,10 	 $404,85 
TEC-PH-10000780	SUB_CAT-30	Cisco SmArte Phone, with Caller ID	 $654,24 	 $386,01 
TEC-MA-10001009	SUB_CAT-90	Panasonic Inkjet, Red	 $309,24 	 $222,66 
TEC-MA-10004655	SUB_CAT-90	Konica Receipt Printer, White	 $120,66 	 $79,65 
OFF-HAM-10003368	SUB_CAT-80	Hamilton Beach Blender, Black	 $69,18 	 $67,11 
FUR-TA-10002467	SUB_CAT-50	Lesro Conference Table, Adjustable Height	 $859,77 	 $455,70 
FUR-CH-10004774	SUB_CAT-20	Novimex Executive Leather Armchair, Red	 $460,20 	 $299,13 
TEC-PH-10002549	SUB_CAT-30	Polycom SoundPoint IP 450 VoIP phone	 $225,86 	 $167,14 
TEC-PH-10003794	SUB_CAT-30	Nokia SmArte Phone, Full Size	 $637,35 	 $554,52 
TEC-BEL-10003985	SUB_CAT-10	Belkin Router, USB	 $258,96 	 $137,25 
FUR-TA-10003641	SUB_CAT-50	Barricks Wood Table, with Bottom Almacenamiento	 $344,62 	 $189,56 
TEC-PH-10000160	SUB_CAT-30	Motorola Signal Booster, Cordless	 $395,76 	 $294,52 
FUR-TA-10002951	SUB_CAT-50	Barricks Round Table, Adjustable Height	 $503,70 	 $488,61 
FUR-BUS-10004820	SUB_CAT-100	Bush Classic Bookcase, Mobile	 $415,20 	 $394,44 
FUR-TA-10004745	SUB_CAT-50	Chromcraft Conference Table, Rectangular	 $870,24 	 $731,01 
FUR-HAR-10004086	SUB_CAT-20	Harbour Creations Steel Folding Chair, Black	 $95,46 	 $80,19 
OFF-AP-10003287	SUB_CAT-80	Tripp Lite TLP810NET Broadband Surge for Modem/Fax	 $105,91 	 $92,12 
FUR-CH-10002073	SUB_CAT-20	Hon Olson Stacker Sillas	 $264,78 	 $187,99 
TEC-CO-10001678	SUB_CAT-40	Brother Fax Machine, Digital	 $318,18 	 $216,39 
FUR-BUS-10002040	SUB_CAT-100	Bush Library with Doors, Mobile	 $366,84 	 $249,48 
TEC-CO-10003346	SUB_CAT-40	Brother Wireless Fax, Digital	 $252,30 	 $199,32 
FUR-CHR-10002165	SUB_CAT-50	Chromcraft Wood Table, Adjustable Height	 $484,71 	 $368,40 
FUR-TA-10001095	SUB_CAT-50	Chromcraft Round Conference Mesas	 $174,29 	 $137,69 
TEC-MA-10003223	SUB_CAT-90	StArteech Inkjet, Durable	 $300,18 	 $267,18 
TEC-PH-10000486	SUB_CAT-30	Plantronics HL10 Handset Lifter	 $115,99 	 $82,35 
OFF-AP-10003217	SUB_CAT-80	Eureka Sanitaire  Commercial Upright	 $165,71 	 $122,63 
TEC-PH-10003492	SUB_CAT-30	Cisco Audio Dock, Full Size	 $183,36 	 $155,88 
